аделамда	15
лувондови	15
кизоти	15
касфтомс	15
сёра	15
путф	14
сотксса	14
мяльс	14
озондома	14
конатне	14
t	14
not	14
so	14
вирь	14
31	14
озксонь	14
кяльс	14
вов	14
ока	14
стак	14
шуроста	14
путомс	14
begun	14
кунара	14
327	14
who	14
нармонень	14
1950	14
якай	14
велет	14
государствань	14
200	14
ярхцамбяль	14
1952	14
васень	14
университетса	14
карша	14
кулось	14
лишме	14
китай	14
лисендсть	14
straw	14
кержи	14
кармасть	14
бта	14
candidates	14
кота	14
тъналстонь	14
лисендсь	14
оттне	14
funds	14
сантиметра	14
наукань	14
велетне	14
мекольце	14
1956	14
volunteers	14
global	14
калядань	14
кяльвалонь	14
thanks	14
рузмастор	14
1993	14
вал	14
лемоцоль	14
изь	13
полгась	13
ii	13
стама	13
visualeditor	13
кизоть	13
ётафнесть	13
шкайть	13
поза	13
лит	13
campaign	13
1962	13
машина	13
васенда	13
эряйхнень	13
out	13
тюжя	13
2011	13
consultation	13
авторсь	13
морайсь	13
масторлангса	13
тифоль	13
1928	13
кельмеширеса	13
105	13
азиень	13
илась	13
велеряйхне	13
метра	13
кореи	13
мифологияса	13
1995	13
other	13
койть	13
урал	13
тиемс	13
лепне	13
перень	13
сёронь	13
team	13
валста	13
татархт	13
кристозшида	13
шкайхнень	13
1937	13
шяйгавонь	13
африконь	13
but	13
нолдась	13
ombudsperson	13
са	13
1905	13
нармонь	13
меркушкин	13
мордкниизд	13
по	13
read	13
apologies	13
вирень	13
козя	13
org	13
мильоншка	13
республикань	13
мильонда	13
тюсса	13
пуромкс	13
аделась	13
сёрмадыень	13
лиссть	13
donation	13
шкайсь	13
эняльдсть	13
эряфоц	13
лезды	13
тонафтф	13
пряошсь	13
аля	12
мярьгсть	12
путнезь	12
колмоце	12
пачфни	12
эрявихть	12
лауреат	12
брод	12
ушедфоль	12
англань	12
руст	12
мзярошка	12
jethrobt	12
эряфть	12
оцязорсь	12
бабась	12
кудть	12
то	12
x	12
валса	12
1970	12
ладяф	12
лашмань	12
эрзят	12
путсть	12
народонь	12
соткс	12
афкуксонь	12
известият	12
1868	12
сайгин	12
китайса	12
лямбеширеса	12
вв	12
силезиянь	12
тевсь	12
кели	12
эвондась	12
кядьёнкссь	12
церькавонь	12
мархтост	12
2016	12
литературнай	12
декабрьковста	12
тунда	12
my	12
1913	12
сенем	12
прянь	12
мордовиясь	12
силезиень	12
рава	12
translations	12
цёрать	12
метал	12
содайхнень	12
en	12
лопанза	12
сиянь	12
вирьса	12
сувси	12
казнень	12
лувксса	12
панжи	12
шарфнесь	12
койхнень	12
эсонза	12
эряфонц	12
de	12
шкайти	12
could	12
333	12
семьяса	12
пуромкссь	12
айнематне	12
паксянь	12
шистямаширеса	12
уезонь	12
150	12
венеж	12
нижняй	12
аноклась	12
каменный	12
каменнобродскяй	12
кранцонь	12
теест	11
медальса	11
стирьхне	11
коми	11
иранонь	11
саратувонь	11
великай	11
data	11
валморонь	11
жуватань	11
мархтонза	11
ковста	11
сяка	11
кочкаф	11
азкст	11
журналсь	11
any	11
атерень	11
иневедь	11
иланди	11
повсь	11
школать	11
ru	11
сура	11
фалу	11
mw	11
орозай	11
отечественнай	11
эрзя	11
этнографсь	11
country	11
found	11
идень	11
xvi	11
welcome	11
сембось	11
б	11
кумокань	11
time	11
писателень	11
тюсонь	11
иневедень	11
сятко	11
тялонда	11
шабатне	11
тянивок	11
савсь	11
алу	11
макссь	11
фкянь	11
весть	11
азондови	11
need	11
click	11
арасть	11
647	11
year	11
молихть	11
ркснень	11
народть	11
калопт	11
hello	11
open	11
эстинь	11
тялонь	11
видьмонза	11
flag	11
test	11
кле	11
майновонь	11
them	11
ламотне	11
one	11
пяльксса	11
пиже	11
мезсь	11
татаронь	11
resources	11
владимир	11
калгода	11
илатнень	11
содамась	11
июньков	11
калкнень	11
election	11
сонцень	11
эсти	11
ванфтомс	11
сёрмадома	11
тевть	11
тналоннетнень	11
тяштись	11
казан	11
азондомань	11
ломанти	11
бабань	11
койса	11
2009	11
45	11
мяляфневсь	11
пянакуд	11
1969	11
афкукс	11
школа	11
сараношсь	11
штатолть	11
лангста	11
ляйхнень	11
been	10
ётафневсть	10
process	10
site	10
ошнень	10
вели	10
саразонь	10
кувалмоса	10
40	10
стирть	10
elitre	10
dissemination	10
машты	10
израиль	10
сувась	10
василь	10
содайхне	10
1890	10
нъльне	10
валонзон	10
ёткть	10
experience	10
ашель	10
морамась	10
1963	10
молемс	10
see	10
петерсононь	10
dd	10
историческяй	10
лисенди	10
касыксне	10
индиень	10
пуромксть	10
сувсесть	10
sign	10
1935	10
bots	10
шнаф	10
обществань	10
2014	10
букань	10
оцюсь	10
архтома	10
коень	10
апрельковста	10
volunteer	10
кочкафоль	10
лемть	10
лл	10
профессорсь	10
литература	10
xx	10
ideas	10
interested	10
сувасть	10
мордвы	10
which	10
1965	10
1985	10
important	10
равонь	10
калмама	10
1951	10
тюштя	10
where	10
тюжягов	10
италиень	10
тефнень	10
идем	10
ушедомс	10
вий	10
сотф	10
драма	10
ца	10
ламоль	10
кемонь	10
know	10
тоза	10
данонь	10
илать	10
за	10
1940	10
алашань	10
enabled	10
ушмонц	10
1947	10
мокшан	10
шабатненди	10
шуфттнень	10
литературть	10
няфнесы	10
лопань	10
никон	10
модакучкастонь	10
ломанькс	10
цёрац	10
1949	10
печкольхть	10
d	10
сергей	10
лувондозь	10
векста	10
1939	10
лувондовсть	10
account	10
иванович	10
1929	10
1898	10
пряс	10
рим	10
date	10
public	10
кельмеков	10
parajubaea	10
1988	10
каль	10
мифологиянь	9
35	9
645	9
воеводшиса	9
черапкин	9
доктор	9
пуромкшнесть	9
у	9
1997	9
куйгорож	9
мордовиять	9
тифт	9
mdf	9
филологиянь	9
кучфоль	9
велеряй	9
some	9
бразилиеса	9
ascoglossum	9
сявозь	9
ърьвяяма	9
пряснон	9
possible	9
2004	9
ведень	9
эй	9
тяштезе	9
needed	9
54	9
сараношень	9
ваныец	9
азфоль	9
покодема	9
into	9
рьвакс	9
баба	9
тяштть	9
posted	9
ванк	9
nominations	9
июльковста	9
тона	9
сандор	9
институтть	9
явропань	9
https	9
сёвонень	9
ётафневсь	9
01	9
сашендсть	9
шабрань	9
культуронь	9
06	9
исследовательсь	9
айнемань	9
этнографическяй	9
пяле	9
сетенень	9
1957	9
1932	9
молема	9
валхнень	9
тядяц	9
able	9
кить	9
масср	9
максома	9
кизось	9
модатнень	9
км²	9
шабань	9
вятись	9
engagement	9
ушедыец	9
only	9
сал	9
евразиеса	9
пялес	9
алянь	9
ламос	9
номероц	9
ётай	9
кядьса	9
озондсть	9
нят	9
шобда	9
translation	9
пянакудть	9
тефт	9
ярмак	9
анголь	9
википедии	9
шуфтсь	9
сёрмадыхне	9
шумбраши	9
р	9
содавикс	9
театраса	9
мезень	9
аймаксь	9
азербайджанонь	9
лемдезь	9
вете	9
символоц	9
what	9
произведениянза	9
05	9
1975	9
ширдень	9
шведмастор	9
вятсь	9
не	9
everyone	9
1933	9
сараз	9
1991	9
озкст	9
овкс	9
find	9
республиконь	9
эздост	9
1945	9
перьфканза	9
варянят	9
лемнезь	9
08	9
1931	9
users	9
мянь	9
арьсемаса	9
might	9
text	9
илати	9
someone	9
кизонда	9
масторга	9
федерациеть	9
individual	9
ётксост	9
ошкять	9
лямбеков	9
элементсь	9
криша	9
алеутонь	9
филологиень	9
want	9
сянгяря	9
морама	9
индиеса	9
кшинь	9
усад	9
лишмоть	9
норвегонь	9
озксть	9
розань	8
маштсть	8
равань	8
васу	8
ярхцамбяльс	8
азербайджан	8
симбирскяй	8
varnent	8
шарьхкодеви	8
покай	8
do	8
алянц	8
fundraising	8
няфневи	8
калонь	8
украин	8
знак	8
федерациень	8
видьмонь	8
одукс	8
алжир	8
почф	8
паваз	8
келувонь	8
книгат	8
2003	8
географие	8
никононь	8
илат	8
create	8
азондсь	8
цёнгаса	8
колганза	8
300	8
1979	8
губерниять	8
тройцянь	8
пингти	8
куйгорожть	8
right	8
книгац	8
сембоц	8
тусть	8
лемтьфоль	8
сотксть	8
torallyi	8
better	8
индо	8
мзярс	8
make	8
морамань	8
iii	8
корява	8
шивалгомань	8
тонафтыкс	8
лемсна	8
тъналть	8
пси	8
новгородонь	8
губерниень	8
печатлась	8
публицистсь	8
редакторкс	8
озксвятиень	8
оцязорть	8
шудемац	8
work	8
кристозшинь	8
полгань	8
валентина	8
селикса	8
ст	8
no	8
материал	8
улель	8
пою	8
силезия	8
ушедсть	8
лангозонза	8
мялень	8
сёксенда	8
шуваня	8
тонафнезе	8
шуфтста	8
тюссь	8
мр	8
than	8
greetings	8
шиньстяма	8
1959	8
ёжка	8
медь	8
учёнайсь	8
марс	8
путолезь	8
1241	8
няфнесазь	8
недерландонь	8
национальнай	8
арьсихть	8
максим	8
марковста	8
кирдезь	8
уле	8
сайгинонь	8
казнет	8
1955	8
кяльхненди	8
1914	8
александр	8
виктор	8
ярмакт	8
1906	8
саранош	8
тячиень	8
лисендихть	8
гвинейса	8
эстониянь	8
масторкитькссна	8
кирдсть	8
япунонь	8
call	8
смирновонь	8
системонь	8
художественнай	8
кудс	8
its	8
уфамса	8
торпингта	8
тястонь	8
ведти	8
hi	8
лятфневсь	8
иласта	8
languages	8
япононь	8
1977	8
шиста	8
конанди	8
кяжи	8
кемай	8
средняй	8
татархнень	8
лопа	8
hope	8
чехмастор	8
якась	8
максфоль	8
software	8
hu	8
local	8
фернандель	8
нолдаф	8
инголень	8
тиендельхть	8
лятфтамат	8
лашма	8
тонафтысь	8
эряволь	8
захар	8
норзяд	8
пингоц	8
таргонь	8
people	8
анасть	8
германия	8
словакие	8
эвондасть	8
воеводши	8
ракшань	8
ширес	8
ушеса	8
эрямопингонц	8
правда	8
масторхне	8
кяшал	8
their	8
налхкома	8
пелькс	8
top	8
1926	8
нармоттне	8
сёрмадомась	8
ърьвянять	7
ёмлась	7
editors	7
австрие	7
sites	7
шокшет	7
евсевьев	7
кудазорсь	7
кирдяпкин	7
infoboxes	7
украинонь	7
ломаньда	7
тёждя	7
ушесь	7
налхкись	7
классонди	7
пицесть	7
бельгие	7
пачат	7
ад	7
калкне	7
ётафтомс	7
губернскяй	7
me	7
аввакум	7
вага	7
usa	7
цёра	7
ляйхне	7
полга	7
кондясти	7
велеста	7
покаманзон	7
1892	7
он	7
койсна	7
нижегородскяй	7
америк	7
панчфоль	7
менелень	7
веконь	7
ронга	7
ширень	7
лов	7
газетась	7
витсен	7
аймакнень	7
лездсь	7
шистямань	7
алфавитсь	7
карелонь	7
мяльса	7
list	7
кувалмос	7
заслуженнай	7
алексеень	7
авать	7
лангоц	7
сёроньков	7
маскаев	7
шачи	7
хельсинки	7
many	7
атямас	7
33	7
кучкать	7
композиторонь	7
южной	7
they	7
myv	7
горькаень	7
technical	7
книгань	7
ёмлат	7
59	7
сиволь	7
1927	7
кучкаков	7
полаяй	7
шава	7
these	7
тише	7
комсомолонь	7
ванфтовихть	7
proposed	7
профессор	7
аль	7
сараношть	7
алексей	7
ламода	7
велева	7
кадажень	7
цёратне	7
стирьхнень	7
тёжатть	7
soon	7
news	7
1954	7
мельдень	7
атомонь	7
шарыхть	7
тиендевсь	7
br	7
лопанзон	7
федор	7
калхт	7
пизелкссь	7
кузьма	7
сараношса	7
дон	7
article	7
done	7
пильгонь	7
главнай	7
join	7
фольклорть	7
world	7
трваса	7
лувондсазь	7
48	7
ётафтфоль	7
велеряйхнень	7
кундьянь	7
кудсь	7
мярьге	7
стяма	7
озксста	7
эрьхке	7
песа	7
svg	7
сянкса	7
лемтьф	7
туркамастор	7
роштува	7
армянонь	7
лопац	7
шудиков	7
видьмотне	7
кярьксоц	7
евреень	7
пяльксоц	7
эрьхнезь	7
кассь	7
пяшень	7
шуди	7
ёткста	7
кола	7
озкснень	7
content	7
университетть	7
кучкаса	7
ельниконь	7
саранскяйса	7
04	7
1912	7
1983	7
ширесонза	7
налхксь	7
оцюнясь	7
арай	7
during	7
романонь	7
оцязоронь	7
лайме	7
юронь	7
рязань	7
эсьнень	7
sorry	7
шарфни	7
сёрматкшнесь	7
арайхть	7
нароттнень	7
ушеды	7
илья	7
седяма	7
90	7
change	7
куттнень	7
смусть	7
ластя	7
путозь	7
мон	7
пец	7
тиезе	7
алятне	7
касыксонь	7
seeking	7
октябрьков	7
лопаса	7
ветеце	7
морась	7
огаревонь	7
writing	7
сетя	7
духовнай	7
драмань	7
инсар	7
школаса	7
азондоматне	7
голандонь	7
кие	7
members	7
полгаста	7
вяти	7
тарбеень	7
беларузмастор	7
юрс	7
материалхнень	7
сёрот	7
эряфсь	7
лиятне	7
вийхнень	7
52	7
month	7
валморат	7
содазе	7
ll	7
500	7
омбоцесь	7
лоткова	7
инзарань	7
содафт	7
стамбул	7
периодонь	7
vote	7
лезкс	7
accepting	7
стирь	7
well	7
сяльде	7
сомай	7
мерида	7
link	7
ламбама	7
материалхт	7
кизаса	7
нилеце	7
ёткс	7
тувотнень	7
пялькссь	7
иранца	7
атятне	7
тюссонь	7
нолдазе	7
вирть	7
лангонь	7
тяштень	7
бебан	7
вики	7
тяшти	7
темникав	7
венежень	7
потмоса	7
кассть	7
валморамань	6
кудбирьф	6
материалда	6
модати	6
ракшатнень	6
издательствась	6
грекокс	6
налхкомат	6
эстокиге	6
кранциень	6
моря	6
шабра	6
шит	6
февральковста	6
германиянь	6
ошкясь	6
лятфневи	6
рязанень	6
was	6
1671	6
зороастризмань	6
ваномс	6
ёткова	6
швайцарие	6
норвегие	6
пакся	6
калкть	6
understand	6
ванфтовсь	6
аделамдонза	6
москунь	6
темникованнекс	6
кандидат	6
печксесть	6
щамса	6
эсьотям	6
ракшатне	6
ащемаса	6
шавф	6
музейть	6
ieg	6
ссср	6
николаевич	6
оцязорксшись	6
мельганза	6
salix	6
зърня	6
церькав	6
голенков	6
каннесть	6
украинца	6
международнай	6
цёнга	6
уфайков	6
тиема	6
et	6
ям	6
тишень	6
artocarpus	6
сетьме	6
шачемас	6
словаконь	6
корхтай	6
сёрмадсть	6
перьф	6
edit	6
издательстваса	6
idea	6
мърдась	6
already	6
addition	6
аватнень	6
1976	6
анимациесь	6
исть	6
ётасть	6
инженеронь	6
почётонь	6
сибирьса	6
170	6
кудпирьфста	6
мольсть	6
сортт	6
мифнень	6
look	6
1884	6
пизем	6
кранцмасторса	6
инструментсь	6
лофцань	6
инзара	6
кевонь	6
данмастор	6
котфонь	6
станя	6
азорть	6
сувсесь	6
литературань	6
first	6
пялешарса	6
озксонди	6
mua	6
семботь	6
кяденьгирдикс	6
ванфтома	6
снярда	6
кирдсь	6
комор	6
иласа	6
журнал	6
аркеологиень	6
гайана	6
валморама	6
покамац	6
best	6
кундьяста	6
содафоль	6
пряса	6
азксонь	6
содамань	6
32	6
шра	6
ipv6	6
add	6
09	6
озондольхть	6
1910	6
тъналсь	6
wikis	6
илядсь	6
file	6
proposals	6
uk	6
working	6
ширенц	6
как	6
сашендсь	6
live	6
пряц	6
1670	6
республикать	6
ушмось	6
note	6
пишлясь	6
цёнгаста	6
participate	6
пидеф	6
театрань	6
азия	6
ляень	6
ярмаконь	6
паця	6
пяли	6
нолдави	6
алфавит	6
тейст	6
библиотека	6
кунцема	6
сёрматфонц	6
ётафтысь	6
шкайнясь	6
украиттне	6
афганистан	6
улеза	6
version	6
темникавонь	6
колхозонь	6
вармань	6
модась	6
fi	6
кочксесть	6
казеннай	6
мокшин	6
тянкса	6
vii	6
майгов	6
сузгярьге	6
1938	6
суронь	6
уралонь	6
литва	6
лопат	6
600	6
пуреш	6
озксса	6
тяза	6
митка	6
wikimedians	6
келу	6
эдда	6
пъчкафтыкс	6
harassment	6
1866	6
тиендема	6
ляйти	6
кялькс	6
metsatöll	6
video	6
1934	6
уленди	6
няемс	6
индие	6
дубасовонь	6
1989	6
монастырьхнень	6
майста	6
юмась	6
пъцтай	6
роман	6
ноляви	6
федерациеса	6
кадом	6
иневедьге	6
happen	6
сятнень	6
люксембур	6
куень	6
аркивонь	6
кинось	6
тефне	6
different	6
васттне	6
тол	6
кочксевсь	6
цебярьда	6
тунис	6
мокшеть	6
уран	6
moksha	6
войнань	6
пирьхтьляй	6
пирьфса	6
es	6
1981	6
рашид	6
родной	6
администрацияти	6
тейнек	6
пинясов	6
нептун	6
кярькссь	6
медень	6
азорсь	6
вирьга	6
ярхцама	6
сюмать	6
тячемс	6
ширец	6
ламонь	6
фолк	6
максольхть	6
полгас	6
иневедсь	6
оржа	6
войнаса	6
иордан	6
кядьёнкснень	6
1996	6
корхтави	6
april	6
татархне	6
айнематнень	6
getting	6
прашенды	6
койсь	6
шитнень	6
1943	6
электроулав	6
1889	6
церькавсь	6
кристозши	6
ашу	6
азкс	6
week	6
панчфонза	6
тонафты	6
whether	6
тиевсь	6
readers	6
ливие	6
эрьзянь	6
кипра	6
пцтай	6
oma	6
using	6
семьянь	6
историянь	6
улендихть	6
нармотть	6
1986	6
strategy	6
тон	6
каршек	6
карень	6
лисендема	6
53	6
спортонь	6
тонадоматнень	6
монастырень	6
казне	6
such	6
покаряв	6
лездыец	6
format	6
used	6
журналть	6
меколанкт	6
италие	6
американь	6
азсь	6
1728	6
авестиень	6
тонафнемста	6
валхт	6
mp4	6
юроц	6
юромста	6
мелянзайкс	6
visit	6
государственнай	6
кельги	6
1978	6
1920	6
ёфси	6
авась	6
great	6
панцезь	6
today	6
кирдемс	6
асу	6
eo	6
монь	6
соткснень	6
кись	6
январьковста	5
кучкаста	5
някань	5
лемонза	5
german	5
ваймот	5
цк	5
путома	5
шобдава	5
веленясь	5
койгсь	5
культурсь	5
сёрмадомста	5
милушка	5
атякш	5
images	5
ашезе	5
вастокс	5
алста	5
уча	5
кошелева	5
лувондовихть	5
ведомосттнень	5
сёрматксса	5
тонафтомань	5
чемпионць	5
шять	5
ялгаксшинь	5
комитетонь	5
медть	5
problems	5
кранцмастор	5
пазмора	5
африк	5
кирдьсы	5
кочкась	5
кафцьке	5
кстиндамда	5
политиконь	5
рьвяяма	5
солдатко	5
мърня	5
others	5
китапнень	5
helping	5
боливиеса	5
москуву	5
лофцонь	5
hr	5
юрсна	5
мярьгоманц	5
иньупиконь	5
ковгярьксть	5
пачфнихть	5
катовице	5
am	5
ноябрьста	5
равжирень	5
filled	5
цёнгат	5
музей	5
надежин	5
елена	5
айгор	5
кайсесть	5
койхне	5
атямсь	5
верхтялимось	5
томбунь	5
03	5
жарав	5
старостась	5
администрациень	5
появасть	5
самошкин	5
люблин	5
каргат	5
сидоровкась	5
навигациень	5
пора	5
паксяса	5
мекольцесь	5
ухань	5
офтонь	5
шаблоттнень	5
1999	5
газетать	5
азоронь	5
ошекс	5
сент	5
керенскяй	5
лувомань	5
пепино	5
ведьта	5
ago	5
пакш	5
аннонась	5
ломаненза	5
кядялу	5
анголень	5
тиеви	5
статья	5
якайхть	5
усксесть	5
ти	5
ляпе	5
кс	5
кяльда	5
among	5
мы	5
кельгома	5
кудпирьф	5
петров	5
идькспингста	5
тяштьфксста	5
идькс	5
шяямац	5
1944	5
